Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cardio,2023-03-17 14:49:37,false,"Cardio","0.00","--","00:00:05.5","88","89","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:00:05.5","1","78.8","00:00:00","00:00:05.5","458","458"
Running,2023-03-16 17:53:55,false,"Howard County Running","4.38","453","00:36:20","158","177","156","222","8:17","6:27","223","282","1.24","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","68.0","No","00:02:55.9","5","86.0","00:36:18","00:43:28","333","499"
Running,2023-03-15 18:36:40,false,"Howard County Running","5.01","563","00:42:39","164","182","158","168","8:31","7:20","279","312","1.20","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","64.4","No","00:00:02.1","6","80.6","00:42:36","00:42:39","356","493"
Running,2023-03-13 16:57:59,false,"Howard County Running","11.00","1,267","01:40:19","160","181","157","175","9:07","7:39","587","597","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","53.6","No","00:00:02.0","12","84.2","01:40:00","01:40:36","269","552"
Running,2023-03-11 19:13:06,false,"Howard County Running","3.50","359","00:30:20","151","171","151","222","8:40","7:26","194","226","1.23","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","68.0","No","00:04:27.8","4","86.0","00:30:12","00:46:01","350","428"
Running,2023-03-08 14:34:40,false,"Howard County Running","4.90","529","00:43:29","153","177","156","164","8:52","7:19","299","322","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","64.4","No","00:08:07.8","5","80.6","00:43:27","00:43:29","369","497"
Running,2023-03-06 16:19:25,false,"Howard County Running","11.00","1,234","01:35:26","160","182","156","170","8:40","6:25","502","495","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","59.0","No","00:00:01.3","12","78.8","01:35:23","01:35:41","287","506"
Running,2023-03-04 20:30:21,false,"Howard County Running","4.01","405","00:32:58","155","170","159","170","8:14","7:12","443","466","1.23","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","57.2","No","00:00:02.7","5","87.8","00:32:56","00:32:58","365","461"
Running,2023-03-02 17:07:32,false,"Howard County Running","6.00","610","00:49:49","155","173","157","171","8:18","6:12","289","331","1.23","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","69.8","No","00:00:02.2","7","80.6","00:49:44","00:49:49","306","493"
Running,2023-03-01 15:55:43,false,"Howard County Running","4.01","403","00:31:55","159","181","159","169","7:58","6:29","240","240","1.27","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","68.0","No","00:00:01.5","5","80.6","00:31:55","00:31:55","372","428"
Running,2023-02-28 17:10:58,false,"Howard County Running","5.01","511","00:43:11","153","170","157","169","8:38","6:51","256","305","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","68.0","No","00:00:02.0","6","82.4","00:43:05","00:43:42","362","494"
Running,2023-02-27 17:11:57,false,"Howard County Running","4.50","473","00:40:32","153","173","157","170","9:01","7:22","446","315","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","55.4","No","00:04:17.4","5","80.6","00:40:28","00:44:29","384","577"
Running,2023-02-26 15:11:23,false,"Howard County Running","11.01","1,186","01:33:09","160","183","160","179","8:28","5:17","551","545","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","62.6","No","00:00:01.7","12","84.2","01:33:02","01:34:59","266","501"
Running,2023-02-24 15:44:35,false,"Howard County Running","4.79","525","00:41:08","158","175","160","174","8:35","7:10","315","325","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","55.4","No","00:06:40.6","5","80.6","00:41:06","00:41:08","373","501"
Trail Running,2023-02-23 12:35:23,false,"Prince George's County Trail Running","4.25","414","00:34:00","155","182","163","225","8:00","6:41","292","230","1.23","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:01:49.4","5","87.8","00:33:57","00:34:00","144","255"
Trail Running,2023-02-23 12:20:18,false,"Prince George's County Trail Running","2.00","160","00:13:44","149","167","169","181","6:51","5:06","85","164","1.39","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","75.2","No","00:00:01.3","3","82.4","00:13:43","00:13:44","94","205"
Trail Running,2023-02-22 17:05:12,false,"Howard County Trail Running","5.00","546","00:44:08","157","181","157","168","8:49","7:34","305","285","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","62.6","No","00:00:01.7","6","78.8","00:43:59","00:44:08","282","502"
Trail Running,2023-02-21 17:30:26,false,"Howard County Trail Running","5.01","530","00:41:44","159","176","158","171","8:20","7:00","325","367","1.22","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","64.4","No","00:00:02.2","6","80.6","00:41:42","00:41:44","371","495"
Trail Running,2023-02-19 15:51:48,false,"Howard County Trail Running","8.01","760","01:03:49","152","174","165","184","7:58","6:01","427","400","1.22","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","66.2","No","00:00:02.2","9","82.4","01:03:36","01:03:49","314","519"
Trail Running,2023-02-17 16:11:24,false,"Howard County Trail Running","11.00","1,248","01:38:19","160","179","157","171","8:56","7:14","1,115","1,289","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","62.6","No","00:00:01.9","12","84.2","01:37:51","01:40:32","52","428"
Trail Running,2023-02-17 16:07:47,false,"Trail Running","0.00","--","00:00:01.2","93","93","--","--","22:54","18:33","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:00:01.2","1","84.2","00:00:01","00:00:01.2","428","430"
Trail Running,2023-02-15 15:11:38,false,"Howard County Trail Running","6.03","614","00:51:18","154","170","158","168","8:31","7:13","292","312","1.20","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","69.8","No","00:00:17.3","7","82.4","00:51:12","00:51:27","330","495"
Trail Running,2023-02-14 19:02:54,false,"Howard County Trail Running","4.01","401","00:36:07","146","161","160","169","9:01","7:53","276","335","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:00:02.8","5","84.2","00:35:49","00:36:07","314","431"
Trail Running,2023-02-13 16:51:19,false,"Howard County Trail Running","6.01","661","00:51:42","160","177","157","170","8:36","6:52","299","328","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","60.8","No","00:00:03.6","7","78.8","00:51:33","00:53:39","314","491"
Trail Running,2023-02-10 15:23:48,false,"Howard County Trail Running","11.04","1,148","01:31:48","159","187","157","173","8:19","7:12","515","571","1.23","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","60.8","No","00:00:15.9","12","82.4","01:31:43","01:32:22","249","491"
Running,2023-02-08 16:32:52,false,"Chincoteague Running","6.27","633","00:48:59","160","183","157","166","7:49","6:46","10","59","1.31","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","62.6","No","00:02:12.1","7","87.8","00:48:54","00:52:18","-50","-1"
Trail Running,2023-02-07 16:07:17,false,"Chincoteague Trail Running","6.28","618","00:50:10","156","176","158","169","7:59","6:42","52","82","1.27","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","55.4","No","00:02:16.5","7","78.8","00:49:59","00:57:03","-104","-55"
Treadmill Running,2023-02-06 20:49:09,false,"Treadmill Running","5.22","524","00:44:19","150","177","154","173","8:29","6:54","--","--","1.23","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:02:39.0","6","87.8","00:43:34","00:44:19","--","--"
Trail Running,2023-02-05 17:54:06,false,"Trail Running","1.01","137","00:09:37.3","174","183","147","164","9:30","6:33","--","13","1.20","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","87.8","No","00:00:17.3","2","89.6","00:08:56","00:09:37.3","-56","-43"
Trail Running,2023-02-03 12:06:29,false,"Howard County Trail Running","11.01","1,171","01:35:52","155","176","160","173","8:43","7:32","673","696","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","50.0","No","00:00:03.5","12","80.6","01:35:40","01:35:59","257","501"
Trail Running,2023-02-02 17:26:09,false,"Howard County Trail Running","4.48","452","00:38:27","151","167","160","171","8:35","7:11","272","289","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","51.8","No","00:03:46.0","5","77.0","00:38:21","00:38:27","365","491"
Running,2023-01-31 16:47:29,false,"Howard County Running","6.05","711","00:50:12","--","--","159","168","8:18","3:52","313","323","1.22","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:19.7","7","NaN","00:50:10","00:51:06","335","513"
Trail Running,2023-01-31 16:47:28,false,"Howard County Trail Running","6.00","638","00:50:21","162","191","159","169","8:23","6:59","302","341","1.21","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","53.6","No","00:00:01.5","7","77.0","00:50:15","00:51:04","306","486"
Trail Running,2023-01-30 15:46:05,false,"Howard County Trail Running","8.01","914","01:10:15","160","181","160","173","8:46","6:58","377","390","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","69.8","No","00:00:02.7","9","80.6","01:10:12","01:10:15","288","495"
Trail Running,2023-01-29 16:18:20,false,"Howard County Trail Running","5.09","556","00:45:41","153","175","158","169","8:58","7:21","259","223","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","64.4","No","00:00:53.9","6","82.4","00:45:36","00:48:39","312","491"
Trail Running,2023-01-27 15:32:18,false,"Howard County Trail Running","11.00","1,144","01:30:41","157","176","165","183","8:14","6:07","1,667","1,594","1.18","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","60.8","No","00:00:02.0","12","80.6","01:30:35","01:31:45","233","566"
Cardio,2023-01-25 21:46:25,false,"Cardio","0.00","188","00:19:49","130","159","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:19:49","1","86.0","00:00:00","00:19:49","924","944"
Trail Running,2023-01-24 16:36:18,false,"Howard County Trail Running","5.10","510","00:41:56","154","175","163","176","8:14","7:05","285","259","1.20","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","64.4","No","00:00:44.0","6","82.4","00:41:53","00:44:33","330","496"
Running,2023-01-23 16:11:02,false,"Howard County Running","7.00","818","01:01:26","--","--","157","172","8:46","3:44","311","319","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.9","8","NaN","01:01:24","01:01:44","328","510"
Running,2023-01-22 10:22:05,false,"Columbia Running","6.77","777","01:02:44","--","--","152","175","9:16","6:56","225","128","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:08:17.3","7","NaN","01:01:54","01:02:44","331","510"
Running,2023-01-20 13:40:06,false,"Howard County Running","10.39","1,213","01:29:17","--","--","160","174","8:35","5:31","344","316","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:03:38.3","11","NaN","01:29:13","01:37:06","280","520"
Running,2023-01-16 15:02:55,false,"Columbia Running","4.13","477","00:37:41","--","--","157","173","9:07","8:04","--","--","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:15.7","5","NaN","00:37:40","00:37:50","374","376"
Running,2023-01-13 15:46:38,false,"Howard County Running","13.10","1,525","01:56:57","--","--","160","170","8:56","2:12","398","403","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:59.4","14","NaN","01:56:55","01:56:57","279","510"
Running,2023-01-11 12:22:32,false,"Howard County Running","6.01","699","00:48:58","--","--","164","177","8:09","4:02","309","314","1.20","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.3","7","NaN","00:48:56","00:49:13","335","509"
Running,2023-01-10 16:20:40,false,"Howard County Running","7.01","820","00:55:21","--","--","163","177","7:54","5:56","300","310","1.25","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.2","8","NaN","00:55:20","00:56:04","328","510"
Running,2023-01-08 15:09:47,false,"Howard County Running","6.21","722","00:56:49","--","--","156","166","9:09","6:53","295","305","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:46.7","7","NaN","00:56:48","00:57:03","332","509"
Running,2023-01-06 15:48:41,false,"Howard County Running","9.02","1,052","01:16:00","--","--","161","177","8:26","6:13","169","264","1.18","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:08.4","10","NaN","01:15:52","01:20:57","279","508"
Running,2023-01-04 11:25:13,false,"Howard County Running","8.07","944","01:08:20","--","--","157","168","8:28","5:55","290","259","1.21","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:33.4","9","NaN","01:08:19","01:08:51","312","511"
Running,2023-01-03 16:09:57,false,"Howard County Running","6.23","727","00:56:19","--","--","157","247","9:02","6:10","267","257","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:55.4","7","NaN","00:56:17","00:57:31","332","511"
Running,2023-01-02 11:54:47,false,"Howard County Running","8.01","930","01:13:13","--","--","157","166","9:09","7:02","325","308","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.0","9","NaN","01:13:12","01:13:13","312","510"
Running,2022-12-30 13:08:31,false,"Howard County Running","10.31","1,201","01:30:59","--","--","160","175","8:50","5:20","345","294","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:02:45.9","11","NaN","01:30:56","01:32:46","279","513"
Running,2022-12-29 16:09:40,false,"Howard County Running","4.00","461","00:34:54","--","--","156","173","8:43","6:27","269","217","1.18","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.6","5","NaN","00:34:54","00:35:07","375","510"
Running,2022-12-28 16:37:51,false,"Howard County Running","6.42","754","00:51:24","--","--","159","175","8:00","4:34","257","286","1.26","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:03:06.2","7","NaN","00:51:23","00:51:35","377","510"
Running,2022-12-25 15:10:17,false,"Howard County Running","8.43","982","01:12:26","--","--","158","175","8:35","5:05","287","284","1.18","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:03:19.6","9","NaN","01:12:16","01:15:27","312","508"
Running,2022-12-23 12:08:37,false,"Howard County Running","11.11","1,302","01:32:17","--","--","163","183","8:18","6:29","329","325","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:51.2","12","NaN","01:32:16","01:32:31","279","512"
Running,2022-12-21 06:53:16,false,"Howard County Running","6.01","700","00:55:13","--","--","158","176","9:12","7:33","271","281","1.11","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.8","7","NaN","00:55:13","00:55:22","335","511"
Running,2022-12-20 06:47:37,false,"Howard County Running","7.29","847","01:08:14","--","--","157","171","9:22","8:21","317","298","1.10","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:02:44.9","8","NaN","01:08:12","01:08:14","320","511"
Running,2022-12-19 07:21:45,false,"Howard County Running","5.00","590","00:46:20","--","--","157","164","9:16","3:17","124","123","1.11","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.6","6","NaN","00:46:20","00:46:20","394","508"
Running,2022-12-16 15:01:01,false,"Howard County Running","11.10","1,290","01:38:47","--","--","160","177","8:54","6:14","335","320","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:49.7","12","NaN","01:38:44","01:44:52","279","510"
Running,2022-12-15 16:14:38,false,"Howard County Running","6.01","700","00:53:59","--","--","157","178","8:59","7:03","227","227","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:07.0","7","NaN","00:53:57","00:55:42","335","512"
Running,2022-12-14 07:11:49,false,"Howard County Running","5.00","580","00:44:54","--","--","159","172","8:58","7:03","231","232","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.9","6","NaN","00:44:53","00:44:54","381","510"
Running,2022-12-12 16:52:06,false,"Howard County Running","5.01","580","00:44:54","--","--","159","176","8:58","5:40","235","243","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.5","6","NaN","00:44:53","00:45:02","399","510"
Running,2022-12-11 11:13:26,false,"Columbia Running","1.77","206","00:17:19","--","--","156","166","9:47","8:26","168","--","1.06","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:07:40.5","2","NaN","00:17:19","00:17:36","335","506"
Running,2022-12-11 09:57:21,false,"Howard County Running","8.47","983","01:15:31","--","--","160","177","8:55","7:20","150","242","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:04:25.4","9","NaN","01:15:29","01:15:50","279","509"
Running,2022-12-09 17:46:36,false,"Howard County Running","5.32","618","00:46:50","--","--","158","166","8:48","3:12","230","253","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:02:46.9","6","NaN","00:46:37","00:46:50","381","508"
Running,2022-12-08 11:55:08,false,"Howard County Running","4.15","484","00:34:06","--","--","157","170","8:14","5:36","214","211","1.25","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:07.2","5","NaN","00:34:01","00:34:38","374","507"
Running,2022-12-07 07:08:52,false,"Howard County Running","5.00","579","00:46:18","--","--","157","166","9:15","6:24","138","168","1.11","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.1","6","NaN","00:46:17","00:46:36","381","508"
Running,2022-12-05 07:08:24,false,"Howard County Running","5.00","581","00:44:56","--","--","157","166","8:59","7:36","221","231","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.3","6","NaN","00:44:55","00:44:56","381","512"
Running,2022-12-04 08:56:03,false,"Howard County Running","7.60","883","01:08:10","--","--","160","227","8:58","5:57","291","299","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:05:22.5","8","NaN","01:08:09","01:19:43","312","510"
Running,2022-12-02 16:36:50,false,"Howard County Running","6.23","729","00:53:51","--","--","157","180","8:38","5:53","303","326","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:52.0","7","NaN","00:53:50","00:54:56","371","512"
Running,2022-11-30 11:39:58,false,"Columbia Running","11.01","1,284","01:37:05","--","--","160","170","8:49","6:16","234","172","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.4","12","NaN","01:37:02","01:37:16","280","508"
Running,2022-11-29 07:05:54,false,"Howard County Running","5.00","586","00:45:17","--","--","159","171","9:03","4:06","233","225","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.5","6","NaN","00:45:16","00:45:17","381","511"
Running,2022-11-28 06:58:33,false,"Howard County Running","5.00","582","00:45:42","--","--","161","174","9:08","6:24","205","208","1.10","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.6","6","NaN","00:45:41","00:45:42","399","510"
Running,2022-11-27 09:13:17,false,"Howard County Running","8.01","931","01:12:06","--","--","162","176","9:00","5:50","292","273","1.10","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.5","9","NaN","01:12:05","01:12:06","312","511"
Running,2022-11-24 08:01:47,false,"Columbia Running","13.11","1,539","01:51:06","--","--","162","177","8:28","3:56","277","234","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:02.2","14","NaN","01:51:03","01:51:06","279","509"
Running,2022-11-22 06:39:48,false,"Howard County Running","7.01","814","01:03:21","--","--","159","176","9:03","5:32","296","304","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.4","8","NaN","01:03:19","01:03:51","329","513"
Running,2022-11-21 07:03:54,false,"Howard County Running","5.01","581","00:43:24","--","--","161","172","8:40","5:51","199","205","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:03.0","6","NaN","00:43:23","00:43:24","381","509"
Running,2022-11-19 07:27:48,false,"Howard County Running","7.66","891","01:07:43","--","--","162","174","8:50","6:01","257","293","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:05:59.2","8","NaN","01:07:41","01:07:46","312","510"
Running,2022-11-17 06:49:26,false,"Howard County Running","6.03","701","00:55:22","--","--","160","172","9:11","5:48","286","291","1.09","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:19.9","7","NaN","00:55:20","00:55:22","381","509"
Running,2022-11-16 06:44:00,false,"Howard County Running","6.00","697","00:54:31","--","--","161","172","9:06","6:17","324","333","1.10","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:08:46.6","6","NaN","00:54:30","00:54:31","381","509"
Running,2022-11-14 15:31:55,false,"Howard County Running","0.14","15","00:01:20.2","--","--","151","163","9:18","8:47","--","--","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:20.2","1","NaN","00:01:20.2","00:01:20.2","420","430"
Running,2022-11-12 16:17:46,false,"Howard County Running","5.14","595","00:44:45","--","--","159","247","8:42","7:05","51","93","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:13.2","6","NaN","00:44:44","00:46:08","398","479"
Running,2022-11-10 17:25:09,false,"Howard County Running","7.01","815","01:00:40","--","--","162","172","8:39","6:54","355","362","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.9","8","NaN","01:00:37","01:00:40","377","511"
Running,2022-11-09 15:34:56,false,"Howard County Running","0.20","21","00:01:42.8","--","--","159","166","8:47","8:32","--","--","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:01:42.8","1","NaN","00:01:42.8","00:01:42.8","489","508"
Running,2022-11-09 14:49:44,false,"Howard County Running","5.05","585","00:44:23","--","--","160","173","8:47","7:27","232","164","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:30.3","6","NaN","00:44:22","00:44:23","381","510"
Running,2022-11-07 15:48:26,false,"Columbia Running","10.01","1,166","01:24:50","--","--","158","168","8:28","5:42","173","215","1.20","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:04.1","11","NaN","01:24:47","01:28:15","279","508"
Running,2022-11-04 16:23:27,false,"Howard County Running","6.45","748","00:55:37","--","--","159","238","8:38","7:21","290","217","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:04:07.4","7","NaN","00:55:34","01:00:17","319","510"
Running,2022-11-03 17:44:32,false,"Howard County Running","6.00","709","00:51:46","--","--","158","173","8:37","2:47","246","190","1.18","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.9","7","NaN","00:51:45","00:58:15","328","512"
Running,2022-11-02 13:13:48,false,"Howard County Running","5.01","583","00:40:58","--","--","162","176","8:11","6:55","237","227","1.22","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.1","6","NaN","00:40:57","00:41:04","381","511"
Running,2022-10-31 15:26:53,false,"Howard County Running","11.00","1,279","01:32:25","--","--","161","175","8:24","5:27","307","297","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.3","12","NaN","01:32:23","01:32:35","279","507"
Running,2022-10-28 18:06:15,false,"Columbia Running","2.04","234","00:18:00","--","--","158","243","8:49","5:30","194","24","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:21.1","3","NaN","00:18:00","00:20:57","335","509"
Running,2022-10-28 17:24:03,false,"Howard County Running","5.01","584","00:39:30","--","--","162","177","7:53","6:22","119","210","1.26","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.1","6","NaN","00:39:30","00:39:34","313","509"
Running,2022-10-26 16:01:45,false,"Howard County Running","7.00","819","01:02:41","--","--","158","173","8:57","5:48","205","237","1.14","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.6","8","NaN","01:02:40","01:03:26","310","506"
Running,2022-10-24 17:06:42,false,"Howard County Running","10.00","1,163","01:30:03","--","--","158","170","9:00","3:00","206","250","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.6","11","NaN","01:30:01","01:30:53","279","507"
Running,2022-10-20 16:45:27,false,"Howard County Running","5.01","585","00:42:56","--","--","161","174","8:34","2:19","217","224","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:02.5","6","NaN","00:42:55","00:43:00","382","517"
Running,2022-10-19 16:14:00,false,"Howard County Running","8.01","931","01:09:54","--","--","159","169","8:44","5:53","251","221","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.4","9","NaN","01:09:52","01:11:47","312","512"
Running,2022-10-17 15:49:29,false,"Howard County Running","11.01","1,280","01:36:31","--","--","159","175","8:46","6:03","344","329","1.16","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.7","12","NaN","01:36:30","01:39:08","280","516"
Running,2022-10-16 13:42:52,false,"Frederick County Running","2.19","179","00:41:05","--","--","104","121","18:45","12:27","97","75","0.83","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:04:01.6","3","NaN","00:40:31","00:41:05","403","463"
Running,2022-10-15 18:15:03,false,"Howard County Running","3.31","263","00:56:00","--","--","112","176","16:55","9:47","113","171","0.85","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:05:16.2","4","NaN","00:55:59","00:56:00","400","508"
Running,2022-10-14 18:02:16,false,"Howard County Running","6.09","710","00:51:13","--","--","163","177","8:24","4:28","301","311","1.17","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:43.9","7","NaN","00:51:12","00:51:48","335","512"
Running,2022-10-13 17:01:06,false,"Howard County Running","6.00","695","00:52:32","--","--","160","175","8:45","3:52","272","271","1.15","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","--","No","00:00:01.2","7","NaN","00:52:29","00:53:12","335","512"
